"subNo"	"index"	"block"	"level"	"mean"	"periodicity"	"nEvents"	"answer"	"isCorrect"	"rt"	"s1"	"s2"	"s3"	"s4"	"s5"	"s6"	"s7"	"s8"	"s9"	"s10"	"s11"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"t1"	"t2"	"t3"	"t4"	"t5"	"t6"	"t7"	"t8"	"t9"	"t10"	"t11"	"t12"	"t13"	"t14"	"t15"	"t16"	"t17"	"t18"	"t19"	"seqDuration"	"startInterval"	"trialDuration"	"pID"	"Trial"	"rtLog"	"right"	"left"
"1"	6	63	1	4	7.26	1	7	1	1	2.317	6.3482	6.7191	-1.1465	8.5449	1.5299	7.9281	9.823	9.6028	11.8466	14.6919	1.4347	12.6195	3.1087	7.8196	7.6771	0.6065	7.056	0.7238	14.8923	13.3662	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5539	3.8679	6	1	0.840273245450239	1	0
"2"	6	28	1	4	7.26	0	7	1	1	1.962	10.9684	-0.5701	14.1366	9.3248	-2.9975	8.7786	9.6531	-3.1794	6.779	10.5262	4.8559	12.8154	4.3986	11.443	6.8509	4.832	8.2655	6.2171	13.1381	8.3541	0.3742	0.3303	0.2946	0.2626	0.3398	0.2794	0.495	0.4085	0.3162	0.3846	0.2929	0.2347	0.203	0.3414	0.208	0.524	0.3207	0.2441	0.4684	6.3225	1.6908	3.6456	6	2	0.673964361143171	1	0
"3"	6	41	1	2	3.63	0	10	1	1	3.357	-0.077	-0.0701	3.802	8.9782	12.352	9.0059	4.2408	1.0984	1.7946	-7.3751	0.6477	4.5531	0.2739	6.6445	3.9051	2.032	5.3673	0.1934	14.5667	0.4342	0.4184	0.349	0.4822	0.3594	0.5261	0.2603	0.2948	0.3828	0.2754	0.223	0.2977	0.3294	0.2215	0.365	0.2408	0.3406	0.473	0.2861	0.2046	6.3304	1.5612	4.9411	6	3	1.2110477179979	1	0
"4"	6	11	1	0	0	0	9	-1	0	2.433	-2.2596	-0.9894	7.3071	-1.0788	1.0482	-9.7318	0.1552	-2.8442	-0.2388	7.803	3.9846	0.9671	2.7521	9.3562	-6.9954	-2.3864	-1.9729	2.4841	-8.0258	0.6364	0.2109	0.331	0.2357	0.3319	0.4453	0.2418	0.3548	0.2554	0.3303	0.4908	0.4202	0.3194	0.4923	0.343	0.2427	0.3785	0.315	0.3535	0.2304	6.3227	1.4169	3.8671	6	4	0.889125063801385	0	1
"5"	6	3	1	-1	-1.815	1	8	-1	1	2.406	0.6891	-8.7507	-4.8817	4.6303	-10.5334	-4.6305	-1.7761	-0.3326	2.5751	-6.0402	3.7474	-5.5214	-3.3556	-7.5295	-7.6466	6.1726	3.1896	1.4382	-0.099	1.9566	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.4773	3.8902	6	5	0.877965617552487	0	1
"6"	6	7	1	4	7.26	1	9	1	1	2.883	2.4192	9.2291	1.4955	4.0316	-3.3252	14.894	6.4731	8.5459	7.8589	8.6746	4.1263	15.0062	14.7077	6.9111	0.1963	11.5099	11.5046	11.1996	4.9093	6.1394	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.4845	4.3832	6	6	1.05883141865627	1	0
"7"	6	42	1	4	7.26	0	6	1	1	1.683	7.6928	15.481	6.8288	9.8061	8.3404	7.4726	0.0347	12.0868	-0.5505	12.7342	10.8373	12.2224	1.5368	6.6159	8.4534	6.6939	9.4957	-5.0103	8.6759	5.7935	0.2086	0.305	0.4644	0.2717	0.3768	0.4204	0.2056	0.3573	0.5139	0.2886	0.4321	0.2161	0.3017	0.4632	0.2026	0.2449	0.2856	0.5271	0.2374	6.323	1.614	3.3009	6	7	0.520577915208669	1	0
"8"	6	39	1	0	0	0	14	-1	1	4.73	-3.5773	-2.1457	-12.4287	-2.4153	2.1402	-1.4711	-0.7817	-1.8933	2.8258	7.3845	-2.3432	-0.2552	-1.8495	-2.2673	7.7475	7.0297	-2.9883	9.5993	-3.1944	0.3294	0.3639	0.2287	0.3949	0.336	0.4908	0.4613	0.2536	0.218	0.2892	0.38	0.2568	0.4603	0.3748	0.2947	0.201	0.2477	0.3825	0.2919	0.4095	6.3354	1.6267	6.3642	6	8	1.55392520250384	0	1
"9"	6	50	1	-4	-7.26	0	5	-1	1	1.735	-4.4569	-16.7719	1.8975	-7.5407	-6.8858	-1.9345	-5.8293	-3.229	-13.3611	-9.4407	-13.1539	-4.1851	-9.25	-6.7179	-6.0714	-15.6851	-0.5179	-4.1348	-4.5371	-12.2687	0.4318	0.2155	0.2718	0.3685	0.4561	0.2023	0.3754	0.2032	0.3143	0.4119	0.2615	0.2289	0.4644	0.3412	0.4404	0.3241	0.271	0.4802	0.2692	6.3314	1.5613	3.3022	6	9	0.551007413398823	0	1
"10"	6	25	1	0	0	0	20	1	1	7.524	-1.5719	-1.593	-2.1109	-6.128	-4.8548	-3.0839	1.6574	3.0976	6.9016	-7.8701	7.5053	-0.077	3.5111	-3.5909	3.0945	7.6653	7.5895	-1.497	-3.8821	-5.72	0.21	0.375	0.486	0.2533	0.4313	0.3848	0.2674	0.3282	0.2461	0.4305	0.2552	0.5004	0.3486	0.2339	0.2073	0.4635	0.309	0.3572	0.2326	6.3204	1.4734	9.0079	6	10	2.01809791143878	1	0
