"subNo"	"index"	"block"	"level"	"mean"	"periodicity"	"nEvents"	"answer"	"isCorrect"	"rt"	"s1"	"s2"	"s3"	"s4"	"s5"	"s6"	"s7"	"s8"	"s9"	"s10"	"s11"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"t1"	"t2"	"t3"	"t4"	"t5"	"t6"	"t7"	"t8"	"t9"	"t10"	"t11"	"t12"	"t13"	"t14"	"t15"	"t16"	"t17"	"t18"	"t19"	"seqDuration"	"startInterval"	"trialDuration"	"pID"	"Trial"	"rtLog"	"right"	"left"
"1"	5	15	1	-4	-10.7	1	4	-1	1	1.3	-13.5093	-15.2733	-14.1138	-7.5041	-19.429	-15.9516	-6.3642	-2.6373	-10.2715	-12.0675	-4.0347	-7.2127	-21.9597	-6.4697	-8.9891	-9.2812	-10.4007	-14.2561	-5.152	-9.7275	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6189	2.9342	5	1	0.262364264467491	0	1
"2"	5	44	1	-2	-5.35	1	8	-1	1	2.336	-8.7132	-4.2747	-10.4056	-3.2086	-7.5149	-12.012	-8.0675	-5.1069	2.8925	-5.2821	-2.2236	-0.7931	2.3009	-8.6202	-3.4682	-6.8973	-7.5069	-12.5099	-9.8989	5.4242	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.7116	4.0536	5	2	0.848440064965981	0	1
"3"	5	38	1	-1	-2.675	0	16	1	0	5.133	-2.0492	-0.9782	1.1024	-7.8143	-9.6288	-1.8355	-8.5329	-2.4867	1.1192	-1.4809	-11.8725	-4.9014	-3.8761	4.0664	-3.0401	-0.7156	-8.9795	-2.5522	3.5312	8.1357	0.2896	0.3823	0.3388	0.2956	0.207	0.4806	0.3541	0.2676	0.4175	0.2605	0.4301	0.3311	0.363	0.3083	0.2002	0.4125	0.2538	0.4783	0.2525	6.3233	1.6601	6.8001	5	3	1.63569028357817	1	0
"4"	5	32	1	0	0	1	6	1	1	1.908	-1.0602	6.2699	-3.3925	1.9989	1.0875	-11.1873	4.5683	-1.3122	3.2281	1.7653	-2.022	-5.266	8.3963	-4.4624	-1.5621	8.2601	-0.4247	0.5683	2.559	-8.1265	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6125	3.525	5	4	0.646055573026095	1	0
"5"	5	29	1	-4	-10.7	1	4	-1	1	1.263	-13.6284	-23.0844	-2.8414	-8.5938	-13.2613	-15.9473	-14.8282	-18.6198	-7.7213	-10.8184	-9.3949	-8.5501	-5.8384	-7.6244	-13.1066	-7.1377	-10.5125	-4.1601	-12.015	-7.7689	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5901	2.8472	5	5	0.233489843368354	0	1
"6"	5	69	1	2	5.35	0	5	1	1	1.322	3.7314	6.362	-2.2305	9.1952	-0.5964	9.0055	10.6304	1.2583	3.9512	-4.219	-0.661	12.7128	6.0998	5.4108	14.6586	6.7911	4.9541	9.5974	4.4084	4.986	0.2024	0.2353	0.4124	0.2171	0.4535	0.3933	0.2866	0.2519	0.383	0.3534	0.2069	0.2654	0.3733	0.2976	0.5312	0.4898	0.3148	0.4537	0.2083	6.3301	1.4316	2.7724	5	6	0.279145741429495	1	0
"7"	5	45	1	-1	-2.675	1	8	-1	1	2.537	0.5882	-0.4292	-0.544	-6.0332	-10.1629	-6.4996	-14.6607	-5.3546	2.3634	-0.0108	0.5846	-3.7982	-4.6244	6.5834	-5.5963	1.4965	-1.8953	4.3794	-3.3244	-5.5151	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5665	4.1209	5	7	0.930982280617145	0	1
"8"	5	28	1	4	10.7	0	4	1	1	1.185	11.2326	1.4619	18.1573	6.9338	11.9616	13.9638	11.5533	9.5734	6.158	19.4372	13.3044	10.4606	7.7384	17.0213	3.5326	14.6101	6.1513	7.509	7.6425	16.6143	0.2705	0.4052	0.2172	0.4374	0.3816	0.2715	0.2012	0.3436	0.3081	0.417	0.2251	0.3185	0.5158	0.308	0.4494	0.2953	0.256	0.4683	0.2444	6.3343	1.4137	2.6189	5	8	0.169742774587095	1	0
"9"	5	34	1	2	5.35	1	6	1	1	1.87	4.0386	1.679	4.7783	-0.2299	6.514	10.7532	5.925	7.1567	7.1782	0.9399	9.2048	-1.4269	3.18	3.9961	14.9202	-5.3607	12.6923	6.8871	4.6709	11.3224	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.7201	3.6045	5	9	0.625938430866495	1	0
"10"	5	4	1	0	0	1	7	1	0	2.327	1.0597	1.3756	-5.2717	7.687	0.5496	-6.2882	-6.893	-4.5107	-5.0219	1.5241	-2.8534	-1.4612	-5.7635	7.6094	-0.8024	0.3491	10.2417	2.7231	2.1019	3.6439	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6237	3.9607	5	10	0.844579884320155	1	0
"11"	5	24	1	-1	-2.675	0	5	-1	1	1.364	-5.5582	-7.1692	8.7308	-4.112	-4.4186	-3.485	-2.6721	-1.2365	5.7232	1.1147	4.3415	-2.1462	-9.5035	0.1088	1.0474	-3.871	-11.3257	-3.2178	-8.2256	-6.2507	0.2312	0.2861	0.3391	0.2132	0.3391	0.4308	0.2599	0.4074	0.3647	0.4662	0.2498	0.2239	0.3582	0.3083	0.4163	0.2532	0.452	0.2833	0.4431	6.3258	1.5684	2.9484	5	11	0.31042155942127	0	1
"12"	5	63	1	4	10.7	1	3	1	1	0.928	11.6735	14.2996	4.0787	15.7459	17.1989	17.4748	16.4078	0.8558	8.1604	11.0533	2.8189	9.8362	6.89	11.0343	5.6944	16.4713	12.8026	12.9531	11.8158	6.5986	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5184	2.4624	5	12	-0.0747235461959364	1	0
"13"	5	30	1	-2	-5.35	1	20	-1	1	7.1	-9.4757	3.2099	-6.6943	-13.3071	-3.1275	-2.4181	-1.091	-11.9667	-9.4929	-12.3108	-1.0068	2.4121	-7.5318	-4.3461	2.4293	-7.7724	-6.9435	-6.7245	-3.3965	-7.3005	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5884	8.7006	5	13	1.96009478404727	0	1
"14"	5	42	1	4	10.7	0	3	1	1	0.844	14.1094	7.6974	8.4518	3.0106	7.6649	16.5342	9.22	2.6914	1.5591	13.7778	11.0665	9.5284	9.6384	7.5347	15.0851	14.9603	12.3911	14.836	14.4629	20.1047	0.3716	0.2266	0.3815	0.2615	0.4317	0.2396	0.3923	0.2656	0.4875	0.2491	0.3755	0.4137	0.3807	0.236	0.3263	0.2703	0.3415	0.473	0.2036	6.3276	1.5255	2.3784	5	14	-0.16960278438618	1	0
