subNo index mean periodicity testLevel pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
11.0000 1.0000 0.0000 0.0000 -11.0000 8 1.0000 1.0000 1.6730 0.0000 10.0000 -2.0000 -10.0000 2.0000 -6.0000 6.0000 0.3135 0.7790 0.6230 0.3450 0.4410 2.5015 1.9417 4.6942 
11.0000 2.0000 -4.0000 0.0000 -11.0000 8 1.0000 1.0000 0.6720 0.0000 6.0000 -6.0000 -14.0000 -2.0000 -10.0000 2.0000 0.6266 0.3888 0.7924 0.3014 0.3979 2.5070 1.8671 4.6330 
11.0000 3.0000 4.0000 1.0000 -9.0000 8 1.0000 1.0000 0.9650 0.0000 -2.0000 6.0000 14.0000 2.0000 10.0000 -6.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9197 4.6759 
11.0000 4.0000 4.0000 0.0000 -9.0000 8 1.0000 1.0000 0.7550 0.0000 -6.0000 2.0000 14.0000 -2.0000 10.0000 6.0000 0.3215 0.4491 0.5367 0.4719 0.7144 2.4936 1.7857 4.5360 
11.0000 5.0000 4.0000 0.0000 7.0000 2 -1.0000 1.0000 0.8130 0.0000 2.0000 10.0000 14.0000 -6.0000 6.0000 -2.0000 0.3022 0.4075 0.4368 0.6518 0.7030 2.5014 1.9149 4.6774 
11.0000 6.0000 0.0000 0.0000 5.0000 2 -1.0000 1.0000 0.7710 0.0000 2.0000 -6.0000 -10.0000 10.0000 -2.0000 6.0000 0.3371 0.6242 0.5152 0.4035 0.6200 2.5000 1.7640 4.5091 
11.0000 7.0000 -4.0000 1.0000 3.0000 2 -1.0000 1.0000 1.2050 0.0000 6.0000 -6.0000 -14.0000 -2.0000 -10.0000 2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9232 4.6761 
11.0000 8.0000 -2.0000 1.0000 -3.0000 8 1.0000 1.0000 1.0310 0.0000 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8748 4.6260 
11.0000 9.0000 -4.0000 0.0000 3.0000 2 -1.0000 1.0000 1.6630 0.0000 -14.0000 -6.0000 2.0000 -10.0000 6.0000 -2.0000 0.7591 0.4076 0.4764 0.3791 0.4850 2.5074 1.9343 4.6834 
11.0000 10.0000 -2.0000 0.0000 1.0000 2 -1.0000 1.0000 1.4620 0.0000 8.0000 -4.0000 -8.0000 0.0000 -12.0000 4.0000 0.4386 0.6386 0.4600 0.3207 0.6342 2.4922 1.8933 4.6348 
11.0000 11.0000 4.0000 0.0000 0.0000 2 -1.0000 0.0000 1.3290 1.0000 6.0000 -2.0000 -6.0000 14.0000 2.0000 10.0000 0.5704 0.5379 0.3425 0.4898 0.5618 2.5023 1.9927 4.7617 
11.0000 12.0000 4.0000 0.0000 0.9900 2 -1.0000 1.0000 1.5670 2.0000 6.0000 -2.0000 -6.0000 14.0000 2.0000 10.0000 0.6746 0.3517 0.3802 0.5780 0.5076 2.4921 1.8329 4.5846 
11.0000 13.0000 2.0000 0.0000 0.6600 8 1.0000 0.0000 3.3160 3.0000 -8.0000 4.0000 12.0000 0.0000 8.0000 -4.0000 0.4568 0.5753 0.7021 0.3093 0.4576 2.5012 1.8596 4.6103 
11.0000 14.0000 0.0000 0.0000 -1.6500 2 -1.0000 0.0000 2.2820 3.0000 6.0000 -6.0000 -10.0000 10.0000 -2.0000 2.0000 0.3402 0.5543 0.4524 0.5988 0.5527 2.4984 1.7923 4.5410 
11.0000 15.0000 0.0000 1.0000 2.6400 2 -1.0000 1.0000 1.7810 3.0000 10.0000 -2.0000 -6.0000 2.0000 -10.0000 6.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7585 4.5093 
11.0000 16.0000 -2.0000 0.0000 -2.6400 8 1.0000 1.0000 1.2150 4.0000 -12.0000 0.0000 4.0000 -4.0000 8.0000 -8.0000 0.4535 0.7501 0.5682 0.3334 0.3869 2.4921 1.7668 4.5013 
11.0000 17.0000 4.0000 1.0000 -2.3100 2 -1.0000 0.0000 1.7710 4.0000 14.0000 2.0000 -2.0000 6.0000 -6.0000 10.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7746 4.5258 
11.0000 18.0000 0.0000 0.0000 2.3100 8 1.0000 0.0000 2.6520 5.0000 -10.0000 2.0000 10.0000 -2.0000 6.0000 -6.0000 0.4702 0.6019 0.6370 0.4075 0.3754 2.4921 1.7808 4.5179 
11.0000 19.0000 4.0000 0.0000 -3.3000 8 1.0000 1.0000 2.5730 6.0000 14.0000 6.0000 -6.0000 10.0000 -2.0000 2.0000 0.6133 0.5073 0.3469 0.4749 0.5646 2.5070 1.9981 4.7662 
11.0000 20.0000 2.0000 0.0000 2.9700 8 1.0000 0.0000 3.1340 7.0000 -4.0000 4.0000 8.0000 0.0000 12.0000 -8.0000 0.4298 0.4656 0.7417 0.5304 0.3241 2.4916 1.9066 4.6508 
11.0000 21.0000 2.0000 1.0000 3.9600 2 -1.0000 1.0000 1.4930 7.0000 -4.0000 8.0000 12.0000 -8.0000 4.0000 0.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9908 4.7426 
11.0000 22.0000 2.0000 0.0000 3.9600 2 -1.0000 1.0000 1.0940 8.0000 4.0000 -4.0000 -8.0000 12.0000 0.0000 8.0000 0.4713 0.5643 0.4676 0.5876 0.4165 2.5073 1.7888 4.5497 
11.0000 23.0000 0.0000 1.0000 -3.6300 8 1.0000 1.0000 1.1890 8.0000 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8378 4.5927 
11.0000 24.0000 -2.0000 1.0000 3.6300 2 -1.0000 1.0000 1.9890 8.0000 8.0000 -4.0000 -8.0000 0.0000 -12.0000 4.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9419 4.6926 
11.0000 25.0000 4.0000 1.0000 -3.6300 8 1.0000 1.0000 1.4300 8.0000 -6.0000 6.0000 10.0000 2.0000 14.0000 -2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7829 4.5259 
11.0000 26.0000 4.0000 0.0000 -3.6300 8 1.0000 1.0000 1.3870 8.0000 10.0000 -2.0000 -6.0000 14.0000 2.0000 6.0000 0.3250 0.4578 0.7517 0.5880 0.3854 2.5079 1.7701 4.5170 
11.0000 27.0000 -4.0000 1.0000 3.3000 2 -1.0000 1.0000 1.0390 8.0000 -10.0000 -2.0000 2.0000 -6.0000 6.0000 -14.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8130 4.5758 
11.0000 28.0000 -4.0000 0.0000 3.3000 8 1.0000 0.0000 1.3540 9.0000 -6.0000 2.0000 6.0000 -14.0000 -2.0000 -10.0000 0.6239 0.3911 0.4569 0.5724 0.4599 2.5042 1.7758 4.5300 
11.0000 29.0000 -2.0000 1.0000 4.2900 8 1.0000 0.0000 1.7300 9.0000 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9987 4.7593 
11.0000 30.0000 4.0000 1.0000 -4.2900 8 1.0000 1.0000 1.3400 9.0000 14.0000 6.0000 -2.0000 10.0000 -6.0000 2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9256 4.6760 
11.0000 31.0000 0.0000 1.0000 4.2900 2 -1.0000 1.0000 1.9740 9.0000 -10.0000 -2.0000 6.0000 -6.0000 10.0000 2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9565 4.7093 
11.0000 32.0000 2.0000 0.0000 -4.2900 8 1.0000 1.0000 1.1960 10.0000 -8.0000 0.0000 12.0000 -4.0000 8.0000 4.0000 0.4276 0.4978 0.4273 0.5109 0.6352 2.4987 1.9808 4.7247 
