"subNo"	"index"	"block"	"level"	"mean"	"periodicity"	"nEvents"	"answer"	"isCorrect"	"rt"	"s1"	"s2"	"s3"	"s4"	"s5"	"s6"	"s7"	"s8"	"s9"	"s10"	"s11"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"t1"	"t2"	"t3"	"t4"	"t5"	"t6"	"t7"	"t8"	"t9"	"t10"	"t11"	"t12"	"t13"	"t14"	"t15"	"t16"	"t17"	"t18"	"t19"	"seqDuration"	"startInterval"	"trialDuration"	"pID"	"Trial"	"rtLog"	"right"	"left"
"1"	9	64	1	-4	-8.58	0	3	-1	1	0.621	-6.791	-13.6692	-4.24	-10.039	-17.0586	-4.2854	-7.6011	-6.3156	-8.8724	-10.8515	-1.6308	-11.8892	0.6181	-12.0427	-16.2415	-2.1244	-12.4426	-8.5801	-3.7158	-14.5623	0.2288	0.3655	0.2314	0.2638	0.356	0.3908	0.245	0.4162	0.3037	0.2314	0.3189	0.4318	0.4772	0.2847	0.3253	0.2937	0.3692	0.2712	0.5179	6.3225	1.4992	2.1219	9	1	-0.476424197048658	0	1
"2"	9	60	1	0	0	1	4	-1	0	1.135	-2.4894	-5.3893	-6.4895	8.5301	5.2878	3.4757	-3.2183	6.0139	-1.4378	3.6182	0.7678	9.1566	-1.9484	-2.4779	-4.6765	-6.3309	-1.9802	-5.2675	-0.4791	6.8738	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5914	2.7356	9	2	0.126632650933366	0	1
"3"	9	48	1	2	4.29	1	2	1	1	0.596	4.7639	6.0689	0.218	6.9988	1.4209	-1.5884	7.9032	2.4073	0.4386	7.6767	-3.2679	1.8681	16.0659	1.1906	-0.4531	6.1413	8.3076	10.6938	10.7651	-2.1458	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6289	2.23	9	3	-0.517514611916787	1	0
"4"	9	27	1	2	4.29	0	3	1	1	0.618	4.5628	7.4765	9.6318	0.0458	4.673	7.3708	4.7146	-1.2597	0.5017	-3.1909	7.2915	-2.1752	11.5504	13.2778	6.7172	8.1032	-3.2229	5.9035	7.7447	-2.7605	0.2512	0.2076	0.3123	0.4173	0.3086	0.4215	0.2501	0.35	0.4497	0.2319	0.2028	0.4611	0.3432	0.432	0.3793	0.3206	0.23	0.4025	0.3486	6.3202	1.4598	2.0852	9	4	-0.481266821524446	1	0
"5"	9	19	1	1	2.145	1	4	1	1	1.176	-1.9576	-0.4596	4.9623	2.1086	3.1891	9.8174	0.4366	10.0259	-3.8622	-0.0556	-0.884	3.0935	-7.6128	-0.4464	1.6243	6.13	13.8908	2.9322	1.1559	-2.2753	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.4389	2.6263	9	5	0.162118849476435	1	0
"6"	9	46	1	0	0	1	6	-1	0	1.887	-0.3449	8.9764	7.9394	-1.8185	7.7317	1.3271	-3.9982	-7.4611	-1.2266	-0.6542	2.5007	-5.9227	-6.2961	3.1092	-1.5969	-7.2353	-4.3501	4.8709	2.8569	-0.1135	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5619	3.4545	9	6	0.634988266386413	0	1
"7"	9	65	1	-2	-4.29	0	3	-1	1	0.794	-6.804	1.0575	-8.7234	-2.2471	-0.961	-13.567	-9.0417	-1.1287	3.7752	-4.2907	0.3756	-7.3813	-13.7628	2.7925	-4.9244	-4.5849	1.0526	-8.5839	-2.8403	-4.4107	0.4402	0.2238	0.3576	0.5264	0.3135	0.4912	0.2656	0.2034	0.3786	0.2091	0.2979	0.2278	0.3181	0.3682	0.4458	0.3431	0.2253	0.2705	0.4185	6.3244	1.6553	2.4452	9	7	-0.230671817735001	0	1
"8"	9	13	1	2	4.29	0	3	-1	0	1.086	-0.6331	-2.0098	7.0678	5.5579	4.9306	9.6401	3.1341	8.3618	7.6613	1.0631	11.6113	0.1715	-2.1495	4.4382	-4.5242	16.6946	4.9983	2.5866	3.4394	2.4235	0.4606	0.4136	0.3578	0.4903	0.2552	0.3439	0.3003	0.2511	0.3421	0.4182	0.2742	0.2232	0.3075	0.4558	0.2215	0.2534	0.2273	0.3185	0.4155	6.33	1.6429	2.7367	9	8	0.0825012215117438	0	1
"9"	9	1	1	-4	-8.58	1	3	-1	1	0.741	-7.3367	-8.0445	1.28	-13.8784	-10.4428	-5.2223	-12.9238	-17.575	-6.2133	-4.323	-9.7925	-13.2824	-7.5477	-9.4047	-9.7116	-14.6965	-4.6982	1.1392	-6.3438	-12.6578	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6121	2.3747	9	9	-0.29975465368605	0	1
"10"	9	26	1	1	2.145	0	6	1	1	1.732	5.0981	-4.4053	-3.2294	10.3908	8.4398	1.9228	-2.1465	2.4686	10.8997	-1.3263	4.3105	3.6884	12.6379	-0.2776	-0.9274	2.639	1.3173	-2.2533	-2.7695	-1.8777	0.2073	0.2694	0.4204	0.2523	0.3033	0.4308	0.2186	0.2987	0.2218	0.295	0.5027	0.4292	0.3435	0.2976	0.3546	0.289	0.2437	0.5109	0.4284	6.317	1.5981	3.3493	9	10	0.549276810140243	1	0
