subNo index mean periodicity testLevel pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
17.0000 1.0000 2.0000 0.0000 11.0000 2 -1.0000 1.0000 0.9940 0.0000 0.0000 8.0000 12.0000 -8.0000 4.0000 -4.0000 0.3132 0.6522 0.4343 0.3740 0.7291 2.5029 1.7654 4.5120 
17.0000 2.0000 -4.0000 1.0000 -11.0000 8 1.0000 1.0000 0.9050 0.0000 2.0000 -10.0000 -14.0000 6.0000 -6.0000 -2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9351 4.6926 
17.0000 3.0000 0.0000 0.0000 11.0000 2 -1.0000 1.0000 0.7720 0.0000 -6.0000 2.0000 10.0000 -2.0000 6.0000 -10.0000 0.3096 0.6894 0.3477 0.7111 0.4373 2.4951 1.9558 4.7043 
17.0000 4.0000 -2.0000 0.0000 9.0000 2 -1.0000 1.0000 0.7560 0.0000 -4.0000 4.0000 8.0000 -12.0000 0.0000 -8.0000 0.5863 0.5269 0.3396 0.6741 0.3654 2.4924 1.9187 4.6682 
17.0000 5.0000 -2.0000 0.0000 -7.0000 8 1.0000 1.0000 0.8930 0.0000 -12.0000 0.0000 4.0000 -4.0000 8.0000 -8.0000 0.4297 0.6711 0.4134 0.3695 0.6076 2.4913 1.8805 4.6172 
17.0000 6.0000 0.0000 0.0000 -5.0000 8 1.0000 1.0000 0.7430 0.0000 10.0000 2.0000 -10.0000 6.0000 -6.0000 -2.0000 0.6195 0.6676 0.4524 0.4196 0.3314 2.4905 1.9931 4.7332 
17.0000 7.0000 -2.0000 1.0000 -3.0000 8 1.0000 1.0000 1.5280 0.0000 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9585 4.7091 
17.0000 8.0000 -4.0000 1.0000 3.0000 8 1.0000 0.0000 2.1490 0.0000 -14.0000 -2.0000 2.0000 -6.0000 6.0000 -10.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8789 4.6259 
17.0000 9.0000 2.0000 1.0000 3.0000 2 -1.0000 1.0000 0.9880 0.0000 -4.0000 4.0000 8.0000 0.0000 12.0000 -8.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8187 4.5592 
17.0000 10.0000 2.0000 0.0000 -3.0000 8 1.0000 1.0000 0.7800 0.0000 4.0000 -4.0000 -8.0000 12.0000 0.0000 8.0000 0.4952 0.6773 0.3696 0.6460 0.3153 2.5034 1.9435 4.6960 
17.0000 11.0000 0.0000 0.0000 1.0000 2 -1.0000 1.0000 1.0120 0.0000 10.0000 -2.0000 -10.0000 2.0000 -6.0000 6.0000 0.4425 0.3621 0.5880 0.3471 0.7516 2.4912 1.9622 4.7173 
17.0000 12.0000 -4.0000 0.0000 -0.0000 8 1.0000 0.0000 1.4320 1.0000 -14.0000 -6.0000 6.0000 -10.0000 2.0000 -2.0000 0.7812 0.4613 0.4257 0.4810 0.3551 2.5042 1.9675 4.7303 
17.0000 13.0000 4.0000 1.0000 -0.9900 2 -1.0000 0.0000 0.8770 1.0000 14.0000 6.0000 -2.0000 10.0000 -6.0000 2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9722 4.7259 
17.0000 14.0000 -4.0000 0.0000 0.9900 8 1.0000 0.0000 0.9010 1.0000 2.0000 -6.0000 -14.0000 -2.0000 -10.0000 6.0000 0.5786 0.4202 0.4958 0.5472 0.4567 2.4984 1.9848 4.7410 
17.0000 15.0000 -4.0000 1.0000 1.9800 2 -1.0000 1.0000 0.9790 1.0000 6.0000 -2.0000 -10.0000 2.0000 -14.0000 -6.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8909 4.6426 
17.0000 16.0000 -2.0000 0.0000 -1.9800 8 1.0000 1.0000 1.5020 2.0000 -4.0000 4.0000 8.0000 -12.0000 0.0000 -8.0000 0.4279 0.5042 0.4006 0.7817 0.3794 2.4938 1.8918 4.6363 
17.0000 17.0000 0.0000 1.0000 -1.6500 8 1.0000 1.0000 0.8480 2.0000 6.0000 -6.0000 -10.0000 10.0000 -2.0000 2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9224 4.6758 
17.0000 18.0000 -2.0000 0.0000 1.6500 8 1.0000 0.0000 1.6940 3.0000 8.0000 -4.0000 -8.0000 0.0000 -12.0000 4.0000 0.3807 0.7761 0.3708 0.5342 0.4307 2.4925 1.9613 4.7019 
17.0000 19.0000 -2.0000 0.0000 2.6400 2 -1.0000 1.0000 1.3150 4.0000 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.4155 0.4862 0.7439 0.5106 0.3423 2.4985 1.9263 4.6745 
17.0000 20.0000 -4.0000 1.0000 2.3100 8 1.0000 0.0000 1.9290 4.0000 -14.0000 -2.0000 6.0000 -6.0000 2.0000 -10.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8835 4.6427 
