"subNo"	"index"	"block"	"level"	"mean"	"periodicity"	"nEvents"	"answer"	"isCorrect"	"rt"	"s1"	"s2"	"s3"	"s4"	"s5"	"s6"	"s7"	"s8"	"s9"	"s10"	"s11"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"t1"	"t2"	"t3"	"t4"	"t5"	"t6"	"t7"	"t8"	"t9"	"t10"	"t11"	"t12"	"t13"	"t14"	"t15"	"t16"	"t17"	"t18"	"t19"	"seqDuration"	"startInterval"	"trialDuration"	"pID"	"Trial"	"rtLog"	"right"	"left"
"1"	10	23	1	-2	-3.21	0	8	-1	1	2.568	-5.072	5.0368	-10.5273	-5.9471	-3.1332	-10.701	-6.5088	-0.6574	-1.2541	-5.2456	-5.9177	8.6694	-8.9595	-2.5425	-6.4108	1.7393	0.4145	-3.3284	0.0149	-4.8946	0.4904	0.3921	0.3202	0.2083	0.3312	0.4485	0.2958	0.2077	0.3895	0.3515	0.482	0.3909	0.2577	0.3186	0.2282	0.4147	0.2134	0.3497	0.2357	6.3261	1.6525	4.2183	10	1	0.943127385827715	0	1
"2"	10	68	1	1	1.605	0	9	1	1	2.574	-0.4919	-5.5373	-2.8333	-5.5536	0.5433	2.019	9.1854	6.5425	-2.935	-4.2365	5.9126	9.3815	2.786	-4.4211	2.1499	4.8745	5.8201	7.0532	3.9646	-2.4673	0.3388	0.3136	0.2716	0.2266	0.2655	0.3604	0.2362	0.4046	0.3075	0.2539	0.4314	0.5322	0.2384	0.341	0.2902	0.4869	0.5172	0.3043	0.2057	6.3262	1.4954	4.0912	10	2	0.945461109173935	1	0
"3"	10	57	1	-4	-6.42	1	4	-1	1	1.104	-6.0974	-10.1357	-9.3355	-17.0428	-6.4718	-7.5638	-6.2705	-0.8058	-5.2821	-2.6889	-8.5096	-0.8134	0.9559	-12.8905	-8.0835	-13.3943	-0.8552	-4.2752	-10.5261	-0.1245	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6928	2.8044	10	3	0.0989399478549036	0	1
"4"	10	63	1	4	6.42	1	3	1	1	0.976	9.598	-1.3768	4.7131	10.7997	2.452	7.0092	7.054	8.5556	12.2268	4.5493	1.3091	8.4263	-0.0929	8.409	9.702	-0.0178	13.7703	16.6941	6.4396	0.0785	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6417	2.6266	10	4	-0.0242926925690446	1	0
"5"	10	5	1	1	1.605	1	5	1	1	1.423	1.1398	0.6815	10.1754	2.6801	6.5458	0.2169	-4.3663	-8.7174	1.9097	4.3889	8.827	-4.5122	-2.1917	9.1866	-1.9636	1.855	-1.6325	4.8007	4.7618	-1.0375	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.4119	2.8406	10	5	0.352767319107715	1	0
"6"	10	54	1	1	1.605	0	8	1	1	2.572	-0.2189	0.2762	-1.9505	-3.3065	2.5295	-4.5523	9.1464	3.8853	6.4209	-2.7761	-7.4027	6.0565	3.4954	-0.4179	-6.9247	6.6831	8.7357	7.0641	0.8776	4.3472	0.4339	0.2313	0.3837	0.2702	0.441	0.2571	0.3158	0.4804	0.2565	0.4477	0.2954	0.4571	0.2431	0.4111	0.2592	0.3285	0.2746	0.2483	0.2881	6.3231	1.4267	4.0062	10	6	0.944683806375373	1	0
"7"	10	55	1	2	3.21	0	5	1	1	1.567	3.5251	5.045	4.4261	0.5339	0.9709	8.9751	11.3598	7.8369	1.3079	-2.5872	8.6644	2.9605	5.3507	0.1184	0.8009	3.1191	-8.6467	2.9175	11.7333	-3.3527	0.2328	0.5264	0.2828	0.2023	0.403	0.3187	0.288	0.2609	0.3108	0.3582	0.434	0.5041	0.2211	0.2714	0.323	0.3992	0.2905	0.2521	0.4447	6.3241	1.725	3.3011	10	7	0.449162963373884	1	0
"8"	10	60	1	0	0	1	14	-1	1	4.331	2.5879	-0.7985	1.7106	-6.5633	-6.703	8.1926	0.2471	1.9274	-4.1213	-3.4421	6.2724	-8.8999	-7.5744	-1.3631	2.9025	1.8426	3.5478	4.5895	-2.0064	7.172	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5883	5.932	10	8	1.46579846223249	0	1
"9"	10	35	1	4	6.42	1	3	1	1	0.974	10.2707	10.2691	3.4682	5.2354	5.7669	12.4048	16.9662	-4.1361	-1.8781	10.2338	5.1397	9.0146	10.4462	1.3295	5.878	7.2224	3.7877	5.3488	11.005	2.46	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6767	2.6578	10	9	-0.026343975339602	1	0
"10"	10	20	1	2	3.21	1	4	1	1	1.117	-0.2439	10.9564	1.0875	2.5354	-0.0255	8.7068	6.1236	4.3799	6.1339	8.1595	5.7334	-0.7267	-2.6593	9.2817	7.8252	-4.1064	-6.2028	7.9168	-2.0463	0.3598	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6369	2.7675	10	10	0.110646520087064	1	0
