"subNo"	"index"	"block"	"level"	"mean"	"periodicity"	"nEvents"	"answer"	"isCorrect"	"rt"	"s1"	"s2"	"s3"	"s4"	"s5"	"s6"	"s7"	"s8"	"s9"	"s10"	"s11"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"t1"	"t2"	"t3"	"t4"	"t5"	"t6"	"t7"	"t8"	"t9"	"t10"	"t11"	"t12"	"t13"	"t14"	"t15"	"t16"	"t17"	"t18"	"t19"	"seqDuration"	"startInterval"	"trialDuration"	"pID"	"Trial"	"rtLog"	"right"	"left"
"1"	18	57	1	-4	-9.2	1	7	-1	1	2.01	-8.7256	-4.0206	-11.9338	0.6647	-17.0614	-5.708	-12.6822	-7.8708	-11.9366	-6.3301	-9.4571	-18.1645	-11.8117	-10.5255	-12.629	2.1757	-8.8078	-8.0271	-8.4678	-11.4483	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6693	3.6777	18	1	0.698134722070984	0	1
"2"	18	68	1	1	2.3	0	7	1	1	2.58	-1.9795	-0.1249	9.8651	-3.4447	-0.3594	3.5753	4.4365	-0.9384	1.7117	-1.5316	5.6403	-1.5462	3.2754	11.172	12.9556	-6.7062	6.3094	0.8533	-0.8215	4.3134	0.2352	0.5127	0.4537	0.4098	0.2506	0.3185	0.4087	0.2299	0.3557	0.3302	0.2188	0.3367	0.2158	0.4168	0.2121	0.2858	0.225	0.5083	0.4004	6.3249	1.4186	3.9971	18	2	0.947789398933526	1	0
"3"	18	69	1	2	4.6	0	8	1	1	2.19	8.0037	1.6342	4.5786	-1.9061	0.758	0.6223	8.5077	9.6736	-4.2773	9.0428	8.4669	5.2014	5.2857	7.0913	2.1433	10.4946	-2.7409	14.063	-1.2994	5.7828	0.307	0.3905	0.3087	0.2515	0.2155	0.2517	0.4244	0.2183	0.2797	0.4824	0.2602	0.311	0.2529	0.4067	0.4619	0.3868	0.4925	0.202	0.4167	6.3203	1.4132	3.6072	18	3	0.783901543828409	1	0
"4"	18	3	1	-1	-2.3	1	6	1	0	1.919	2.0399	4.2464	4.4705	-5.2226	0.7606	-4.8022	-8.7655	-10.1296	4.3817	-1.9922	-9.3143	-0.3701	-0.4053	-4.5574	-1.6424	-2.8046	-9.8879	-5.4794	-4.4056	5.9764	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6366	3.5697	18	4	0.651804217025563	1	0
"5"	18	64	1	-4	-9.2	0	5	-1	1	1.668	-12.5283	-3.5603	-13.8474	-10.8933	-4.4735	-14.2949	-0.0377	0.5807	-18.1877	-8.8401	-13.1332	-5.8299	-11.5359	-8.3371	-10.6876	-9.5565	-4.196	-10.9689	-15.8614	-8.3163	0.3481	0.4601	0.3484	0.2536	0.5039	0.2101	0.2726	0.4831	0.4182	0.3103	0.2306	0.2776	0.4336	0.3165	0.2255	0.3514	0.2075	0.2942	0.3736	6.3187	1.6425	3.3185	18	5	0.511625303936555	0	1
"6"	18	50	1	-4	-9.2	0	6	-1	1	1.943	-4.2305	-7.9652	-6.7336	-13.4456	-2.9917	-3.8954	-10.7791	-15.8609	-5.8886	-12.2126	-17.4947	-13.9974	-5.5159	-4.8477	-5.0644	-15.9743	-13.0617	-1.4516	-12.4078	-8.508	0.3378	0.4246	0.2423	0.3282	0.3845	0.4649	0.2112	0.3363	0.2146	0.2483	0.3136	0.411	0.3294	0.2639	0.344	0.229	0.4971	0.3327	0.4137	6.327	1.7006	3.6609	18	6	0.664233170395303	0	1
"7"	18	58	1	-2	-4.6	1	6	-1	1	1.99	-7.9651	5.5948	-8.5577	-4.3881	-4.3077	-1.2813	-4.869	-4.785	-4.0284	-9.5261	-12.303	-0.3174	-13.2639	-0.4029	0.41	-0.4758	-9.2808	-3.6085	1.3443	-9.0089	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6091	3.6072	18	7	0.688134638736401	0	1
"8"	18	29	1	-4	-9.2	1	5	-1	1	1.576	-12.1009	-7.6403	-6.4193	-4.5845	-9.2795	-8.9114	-9.2068	-15.3647	-2.6397	-15.323	-5.65	-4.8388	-3.1436	-10.9752	-6.9377	-16.0097	-12.5214	-3.9077	-6.586	-20.8567	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5263	3.1106	18	8	0.454889991435687	0	1
"9"	18	70	1	4	9.2	0	5	1	1	1.495	8.8867	10.175	12.2964	4.3999	2.7132	4.374	2.5821	3.8785	17.0696	9.5023	15.5328	9.1058	0.7773	8.4582	11.4797	10.3246	9.6565	11.5125	11.9595	18.9726	0.2295	0.3478	0.3783	0.2412	0.5248	0.2291	0.3361	0.3751	0.3327	0.3953	0.2876	0.3235	0.2952	0.2689	0.4072	0.2458	0.2909	0.5224	0.2995	6.3309	1.5503	3.0626	18	9	0.40212620684265	1	0
"10"	18	18	1	0	0	1	8	1	1	2.423	-4.3883	0.0237	-10.6658	5.4922	4.2733	-1.7319	4.0424	0.6826	-0.7988	2.4572	0.0423	0.8345	3.0386	-0.4418	6.281	-4.8855	-1.6484	-7.4418	-6.5296	9.6005	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.7205	4.1568	18	10	0.885006441834389	1	0
"11"	18	11	1	0	0	0	7	1	1	2.142	0.9776	-0.0595	2.3267	-5.5857	5.7559	6.8672	-2.1742	6.9029	3.526	3.31	-7.1586	7.6535	-1.9041	-5.1376	-6.8597	-4.9024	-0.8914	-3.4027	5.3446	-3.4249	0.3182	0.3584	0.3037	0.2674	0.3207	0.2492	0.3545	0.4832	0.2908	0.3677	0.4011	0.3155	0.2277	0.3029	0.4751	0.265	0.4173	0.2792	0.3358	6.3333	1.5185	3.6593	18	11	0.761739972025557	1	0
"12"	18	24	1	-1	-2.3	0	4	-1	1	1.255	-5.2021	-5.3027	-4.8358	-3.6721	4.4255	-8.5128	-4.6848	-7.7386	-2.1333	-6.2125	9.1195	7.0763	-3.12	0.1377	-7.6188	-3.6662	2.1201	1.6701	-6.0163	-2.9964	0.3077	0.2148	0.506	0.3593	0.208	0.2468	0.5174	0.2995	0.2521	0.3573	0.2079	0.4834	0.2504	0.2108	0.4383	0.4967	0.2107	0.4399	0.3233	6.3304	1.7242	2.9893	18	12	0.227135572583747	0	1
"13"	18	22	1	-4	-9.2	0	6	-1	1	1.594	-10.1975	-13.5631	-14.2569	-4.9581	-16.5659	-6.5858	-15.4378	-14.4337	-6.0876	-11.0283	-12.4195	-1.7139	-2.8938	-7.9408	-11.0854	-10.0996	-10.4175	-5.102	-9.6052	2.0902	0.3177	0.4356	0.2003	0.3436	0.2509	0.2168	0.2991	0.3846	0.2068	0.3135	0.2541	0.2915	0.3839	0.298	0.5078	0.2413	0.508	0.4801	0.3947	6.3283	1.5869	3.1779	18	13	0.466246580368023	0	1
"14"	18	56	1	4	9.2	0	5	1	1	1.322	11.2297	2.1727	10.0367	13.7201	10.6588	7.3437	12.3594	16.8739	7.3498	8.7943	16.4831	9.1693	12.5156	4.2293	13.0988	-0.0425	4.2598	15.4213	0.5472	9.454	0.4118	0.2858	0.3411	0.241	0.3118	0.4155	0.3008	0.4478	0.2728	0.377	0.3327	0.4445	0.2111	0.3687	0.3415	0.224	0.4337	0.2447	0.3177	6.3241	1.4563	2.7892	18	14	0.279145741429495	1	0
"15"	18	9	1	-2	-4.6	0	7	-1	1	1.963	-2.9914	-4.6046	-7.8536	2.1783	-13.0244	-6.8303	-10.3398	6.5398	-11.4928	-0.7587	-3.7666	-8.3749	0.9392	-9.1995	-3.2631	-4.951	-5.2816	-2.8795	1.0944	-8.9597	0.2254	0.3815	0.3209	0.2896	0.3995	0.2197	0.2804	0.2496	0.4385	0.2627	0.437	0.246	0.2995	0.3267	0.504	0.3496	0.3095	0.4811	0.307	6.3283	1.4011	3.3639	18	15	0.674473915294324	0	1
"16"	18	7	1	4	9.2	1	5	1	1	1.36	10.5734	3.0763	13.1151	5.3512	13.2663	12.8131	9.0512	7.5593	11.6205	11.5593	2.0272	14.0832	11.3897	9.0057	0.2012	11.984	17.8684	12.4714	7.8892	-0.9297	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5932	2.9605	18	16	0.307484699747961	1	0
"17"	18	55	1	2	4.6	0	8	-1	0	2.369	5.7948	0.7909	6.2539	-0.0064	-2.757	2.4369	-0.6103	2.6313	7.1366	15.3104	-2.4228	-0.9492	5.3173	6.4515	11.3424	11.3338	1.3651	4.7807	10.0385	5.8821	0.315	0.2213	0.2683	0.4986	0.3909	0.2136	0.2695	0.4409	0.3628	0.3153	0.2002	0.4262	0.3622	0.3007	0.476	0.326	0.2835	0.2305	0.4181	6.3196	1.7019	4.0867	18	17	0.862467925176648	0	1
"18"	18	51	1	-2	-4.6	0	9	1	0	2.822	-1.2855	4.3445	-2.0923	2.2681	-7.0542	-4.1366	0.1616	-7.364	-11.0883	-5.0209	-7.5668	-11.6628	2.0262	-0.2965	-10.062	-8.4496	-6.639	-0.7804	-10.3831	-8.6864	0.2042	0.2949	0.4832	0.2627	0.3297	0.2467	0.3255	0.5193	0.4887	0.3096	0.5152	0.2723	0.2399	0.2918	0.3481	0.2391	0.4467	0.2193	0.2986	6.3354	1.6566	4.4898	18	18	1.03744585343062	1	0
"19"	18	4	1	0	0	1	6	1	0	1.765	0.0239	6.3464	4.3867	-6.6591	3.0443	-1.383	-7.2523	3.4708	0.6217	-0.2515	-5.3812	-6.2035	-1.5512	1.0353	-0.3979	-1.3383	1.5045	13.1997	-5.7839	1.9055	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.4811	3.2656	18	19	0.56815069038526	1	0
"20"	18	14	1	4	9.2	0	5	1	1	1.562	10.9202	12.2656	11.0023	4.8391	11.0648	10.8313	15.6271	0.8351	3.4691	7.5676	14.3968	9.2911	13.5635	-4.9204	8.8611	9.0047	14.8518	12.2652	10.0362	10.1066	0.5185	0.2771	0.4182	0.2246	0.2526	0.2161	0.3329	0.2956	0.3706	0.4022	0.3001	0.2708	0.3745	0.4172	0.2176	0.4522	0.5142	0.2149	0.2507	6.3209	1.6268	3.196	18	20	0.445967051417494	1	0
"21"	18	62	1	2	4.6	1	6	1	1	1.95	-0.035	2.8174	5.7622	3.3405	3.5054	7.6988	4.3154	9.2682	9.96	15.0697	-4.5479	6.5678	4.522	0.3545	2.9134	-4.1262	-0.2292	8.3897	11.0954	3.3802	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6449	3.6005	18	21	0.667829372575655	1	0
"22"	18	36	1	-4	-9.2	0	5	-1	1	1.336	-6.289	-11.472	-12.8382	-9.668	-4.2778	-4.6244	-3.9199	-15.164	-13.7593	-6.7528	-19.0644	-8.3367	-9.4834	-3.4926	-1.0206	-16.3149	-7.0453	-5.5364	-14.6078	-12.1064	0.2013	0.2309	0.4816	0.3506	0.4455	0.3812	0.329	0.3947	0.2047	0.2521	0.2172	0.2687	0.4966	0.2334	0.383	0.2999	0.3757	0.3431	0.4383	6.3275	1.6852	3.0369	18	22	0.289680075114454	0	1
"23"	18	13	1	2	4.6	0	6	1	1	1.77	6.0956	8.7407	-6.5841	7.1941	6.4017	5.4803	1.4996	9.3683	9.7546	15.7288	2.38	3.3175	5.5009	10.0722	-0.0858	0.5048	1.8262	4.8373	-0.0652	-0.54	0.239	0.2006	0.3582	0.4134	0.2561	0.4722	0.507	0.2556	0.3614	0.3173	0.2418	0.2037	0.4038	0.2592	0.2257	0.4226	0.3002	0.3927	0.5033	6.3336	1.4833	3.2541	18	23	0.570979546585738	1	0
