subNo index mean periodicity testLevel pressedKey answer isCorrect rt reversal s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
8.0000 1.0000 4.0000 0.0000 11.0000 8 -1.0000 1.0000 3.0810 0.0000 10.0000 2.0000 -2.0000 6.0000 -6.0000 14.0000 0.4097 0.5340 0.4866 0.4397 0.6332 2.5032 1.9829 4.7459 
8.0000 2.0000 2.0000 1.0000 -11.0000 2 1.0000 1.0000 3.7190 0.0000 8.0000 0.0000 -4.0000 4.0000 -8.0000 12.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8380 4.5925 
8.0000 3.0000 -2.0000 1.0000 11.0000 8 -1.0000 1.0000 2.7180 0.0000 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8717 4.6259 
8.0000 4.0000 4.0000 0.0000 11.0000 8 -1.0000 1.0000 3.1010 0.0000 6.0000 -2.0000 -6.0000 14.0000 2.0000 10.0000 0.3405 0.4859 0.3620 0.7117 0.5969 2.4971 1.9884 4.7398 
8.0000 5.0000 4.0000 0.0000 9.0000 8 -1.0000 1.0000 2.5920 0.0000 -2.0000 6.0000 10.0000 2.0000 14.0000 -6.0000 0.4708 0.6304 0.3623 0.4279 0.6172 2.5085 1.7587 4.5175 
8.0000 6.0000 4.0000 1.0000 -7.0000 8 -1.0000 0.0000 3.2100 0.0000 10.0000 -2.0000 -6.0000 14.0000 2.0000 6.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8732 4.6259 
8.0000 7.0000 -2.0000 1.0000 -7.0000 2 1.0000 1.0000 3.6700 0.0000 -8.0000 4.0000 8.0000 -12.0000 0.0000 -4.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9589 4.7093 
8.0000 8.0000 0.0000 0.0000 7.0000 8 -1.0000 1.0000 2.2370 0.0000 10.0000 -2.0000 -10.0000 2.0000 -6.0000 6.0000 0.3278 0.4683 0.5876 0.7075 0.3998 2.4911 1.8923 4.6336 
8.0000 9.0000 -2.0000 1.0000 5.0000 8 -1.0000 1.0000 1.2670 0.0000 4.0000 -8.0000 -12.0000 8.0000 -4.0000 0.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9211 4.6760 
8.0000 10.0000 -2.0000 1.0000 -5.0000 2 1.0000 1.0000 2.5700 0.0000 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8310 4.5925 
8.0000 11.0000 2.0000 0.0000 -5.0000 2 1.0000 1.0000 1.3130 0.0000 8.0000 -4.0000 -8.0000 12.0000 0.0000 4.0000 0.3689 0.6241 0.7273 0.4323 0.3487 2.5013 1.9921 4.7437 
8.0000 12.0000 0.0000 1.0000 -3.0000 2 1.0000 1.0000 1.1900 0.0000 -10.0000 -2.0000 6.0000 -6.0000 10.0000 2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9029 4.6593 
8.0000 13.0000 -2.0000 0.0000 -3.0000 8 -1.0000 0.0000 2.7160 1.0000 8.0000 0.0000 -8.0000 4.0000 -12.0000 -4.0000 0.3898 0.7989 0.3407 0.6196 0.3425 2.4915 1.9868 4.7174 
8.0000 14.0000 0.0000 0.0000 3.9900 2 1.0000 0.0000 2.9230 1.0000 -2.0000 6.0000 10.0000 -10.0000 2.0000 -6.0000 0.3436 0.5007 0.6701 0.4664 0.5229 2.5037 1.8282 4.5796 
8.0000 15.0000 4.0000 0.0000 4.9800 8 -1.0000 1.0000 2.6370 2.0000 -6.0000 6.0000 10.0000 2.0000 14.0000 -2.0000 0.3308 0.5289 0.3166 0.5468 0.7836 2.5068 1.9434 4.6992 
8.0000 16.0000 0.0000 1.0000 -4.6500 2 1.0000 1.0000 1.8260 2.0000 -6.0000 6.0000 10.0000 -10.0000 2.0000 -2.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9763 4.7261 
8.0000 17.0000 -4.0000 1.0000 -4.6500 2 1.0000 1.0000 2.2440 2.0000 -6.0000 2.0000 6.0000 -14.0000 -2.0000 -10.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7928 4.5425 
8.0000 18.0000 -2.0000 1.0000 -4.6500 2 1.0000 1.0000 3.5110 2.0000 -12.0000 0.0000 8.0000 -4.0000 4.0000 -8.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7872 4.5424 
8.0000 19.0000 2.0000 0.0000 4.6500 8 -1.0000 1.0000 3.5630 2.0000 -4.0000 4.0000 8.0000 0.0000 12.0000 -8.0000 0.7021 0.4473 0.4195 0.6143 0.3154 2.4986 1.8912 4.6412 
8.0000 20.0000 2.0000 0.0000 4.3200 8 -1.0000 1.0000 3.9920 2.0000 8.0000 -4.0000 -8.0000 12.0000 0.0000 4.0000 0.3133 0.6041 0.4818 0.7628 0.3416 2.5036 1.8757 4.6295 
8.0000 21.0000 -2.0000 0.0000 3.9900 NR 0.0000 0.0000 0.0000 3.0000 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.7218 0.3119 0.3372 0.7655 0.3537 2.4900 1.9718 4.6991 
8.0000 22.0000 -2.0000 1.0000 4.9800 8 -1.0000 1.0000 2.1190 3.0000 4.0000 -8.0000 -12.0000 8.0000 -4.0000 0.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8233 4.5758 
8.0000 23.0000 -2.0000 0.0000 4.9800 NR 0.0000 0.0000 0.0000 3.0000 4.0000 -4.0000 -8.0000 0.0000 -12.0000 8.0000 0.5503 0.4205 0.5093 0.3777 0.6494 2.5072 1.8989 4.6665 
8.0000 24.0000 4.0000 1.0000 5.9700 8 -1.0000 1.0000 3.1220 3.0000 10.0000 -2.0000 -6.0000 14.0000 2.0000 6.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8646 4.6259 
8.0000 25.0000 4.0000 1.0000 -5.9700 2 1.0000 1.0000 4.0040 3.0000 10.0000 -2.0000 -6.0000 14.0000 2.0000 6.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9840 4.7427 
8.0000 26.0000 -2.0000 0.0000 -5.9700 2 1.0000 1.0000 1.7270 4.0000 -12.0000 -4.0000 4.0000 -8.0000 8.0000 0.0000 0.4300 0.6617 0.3182 0.5685 0.5220 2.5005 1.8282 4.5765 
8.0000 27.0000 2.0000 1.0000 -5.6400 2 1.0000 1.0000 2.2400 4.0000 12.0000 4.0000 -8.0000 8.0000 -4.0000 0.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7518 4.4925 
8.0000 28.0000 0.0000 0.0000 -5.6400 2 1.0000 1.0000 1.2930 4.0000 -10.0000 -2.0000 10.0000 -6.0000 6.0000 2.0000 0.5938 0.3569 0.6407 0.3389 0.5752 2.5055 1.7742 4.5315 
8.0000 29.0000 -2.0000 0.0000 5.3100 8 -1.0000 1.0000 4.5260 4.0000 -12.0000 0.0000 8.0000 -4.0000 4.0000 -8.0000 0.4443 0.5681 0.6325 0.4565 0.4019 2.5033 1.8401 4.5791 
8.0000 30.0000 -2.0000 1.0000 -4.9800 2 1.0000 1.0000 1.4500 4.0000 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8261 4.5758 
8.0000 31.0000 -2.0000 1.0000 4.9800 8 -1.0000 1.0000 2.2490 4.0000 8.0000 -4.0000 -12.0000 0.0000 -8.0000 4.0000 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7518 4.5091 
8.0000 32.0000 0.0000 0.0000 4.9800 8 -1.0000 1.0000 2.4680 4.0000 10.0000 -2.0000 -10.0000 2.0000 -6.0000 6.0000 0.6988 0.6568 0.3655 0.3215 0.4525 2.4950 1.7587 4.5042 
8.0000 33.0000 -2.0000 0.0000 4.6500 8 -1.0000 1.0000 1.5330 4.0000 -8.0000 0.0000 8.0000 -4.0000 4.0000 -12.0000 0.6051 0.3648 0.7392 0.4845 0.3031 2.4967 1.8425 4.5893 
