subNo index block mean periodicity testLevel pressedKey answer isCorrect rt s1 s2 s3 s4 s5 s6 t1 t2 t3 t4 t5 seqDuration startInterval trialDuration 
13.0000 1.0000 1.0000 1.3513 0.0000 4.4127 2 -1.0000 1.0000 1.3570 11.3513 3.3513 -4.6487 7.3513 -8.6487 -0.6487 0.3023 0.4649 0.3721 0.7982 0.5613 2.4987 1.9976 4.7412 
13.0000 2.0000 1.0000 2.6151 1.0000 5.1877 2 -1.0000 1.0000 1.8470 12.6151 4.6151 -3.3849 8.6151 -7.3849 0.6151 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8155 4.5592 
13.0000 3.0000 1.0000 -0.7597 0.0000 0.5761 8 1.0000 0.0000 1.1640 9.2403 1.2403 -6.7597 5.2403 -10.7597 -2.7597 0.4291 0.6694 0.3749 0.6209 0.3978 2.4921 1.8850 4.6179 
13.0000 4.0000 1.0000 -1.3407 0.0000 1.1770 2 -1.0000 1.0000 2.2800 -3.3407 4.6593 8.6593 -11.3407 0.6593 -7.3407 0.4794 0.3363 0.7807 0.3129 0.5864 2.4956 1.9033 4.6549 
13.0000 5.0000 1.0000 3.7560 1.0000 5.1002 2 -1.0000 1.0000 1.8680 -6.2440 1.7560 9.7560 -2.2440 13.7560 5.7560 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8303 4.5925 
13.0000 6.0000 1.0000 3.3962 1.0000 -7.7771 8 1.0000 1.0000 1.0750 9.3962 1.3962 -2.6038 5.3962 -6.6038 13.3962 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7567 4.5093 
13.0000 7.0000 1.0000 1.3202 0.0000 -2.9502 8 1.0000 1.0000 1.5950 11.3202 3.3202 -4.6798 7.3202 -8.6798 -0.6798 0.3972 0.6710 0.3652 0.6293 0.4330 2.4957 1.8855 4.6383 
13.0000 8.0000 1.0000 2.8105 1.0000 -2.7207 8 1.0000 1.0000 0.9170 -7.1895 4.8105 8.8105 0.8105 12.8105 -3.1895 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7652 4.5092 
13.0000 9.0000 1.0000 0.9426 1.0000 -1.9106 8 1.0000 1.0000 0.6670 -9.0574 2.9426 6.9426 -1.0574 10.9426 -5.0574 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9539 4.7092 
13.0000 10.0000 1.0000 3.2573 1.0000 -2.2192 8 1.0000 1.0000 2.3540 -2.7427 5.2573 9.2573 1.2573 13.2573 -6.7427 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8020 4.5426 
13.0000 11.0000 1.0000 0.4752 0.0000 -3.5303 8 1.0000 1.0000 1.0940 2.4752 -5.5248 -9.5248 10.4752 -1.5248 6.4752 0.6930 0.5676 0.3494 0.3768 0.5223 2.5092 1.9409 4.6851 
13.0000 12.0000 1.0000 -1.8509 0.0000 0.7359 2 -1.0000 1.0000 3.4860 -11.8509 -3.8509 8.1491 -7.8509 4.1491 0.1491 0.3171 0.6713 0.4778 0.7098 0.3248 2.5009 1.7587 4.5099 
13.0000 13.0000 1.0000 2.2893 0.0000 4.6187 2 -1.0000 1.0000 1.9210 8.2893 0.2893 -7.7107 4.2893 -3.7107 12.2893 0.3839 0.4584 0.5377 0.4674 0.6543 2.5017 1.9622 4.7110 
13.0000 14.0000 1.0000 -1.8854 0.0000 -1.1771 8 1.0000 1.0000 1.2320 0.1146 -7.8854 -11.8854 8.1146 -3.8854 4.1146 0.3015 0.7239 0.3814 0.5973 0.5035 2.5077 1.8674 4.6336 
13.0000 15.0000 1.0000 -0.1431 1.0000 -1.6118 8 1.0000 1.0000 1.9610 1.8569 -6.1431 -10.1431 9.8569 -2.1431 5.8569 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.7718 4.5260 
13.0000 16.0000 1.0000 -0.9452 1.0000 5.5400 2 -1.0000 1.0000 1.3990 9.0548 -2.9452 -10.9452 1.0548 -6.9452 5.0548 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.8612 4.6092 
13.0000 17.0000 1.0000 3.7425 1.0000 3.6068 8 1.0000 0.0000 1.5920 -2.2575 5.7425 9.7425 1.7425 13.7425 -6.2575 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9757 4.7260 
13.0000 18.0000 1.0000 3.2386 1.0000 -4.0244 8 1.0000 1.0000 1.5940 9.2386 -2.7614 -6.7614 13.2386 1.2386 5.2386 0.5000 0.5000 0.5000 0.5000 0.5000 2.5000 1.9734 4.7259 
13.0000 19.0000 1.0000 -2.9398 0.0000 1.4183 2 -1.0000 1.0000 1.5500 -12.9398 -4.9398 3.0602 -8.9398 7.0602 -0.9398 0.3423 0.7828 0.3870 0.4566 0.5366 2.5053 1.9491 4.6978 
13.0000 20.0000 1.0000 -3.0546 0.0000 -4.0827 8 1.0000 1.0000 1.7110 -13.0546 -1.0546 2.9454 -5.0546 6.9454 -9.0546 0.5599 0.4176 0.5664 0.3400 0.6097 2.4937 1.8176 4.5695 
13.0000 21.0000 1.0000 3.2417 0.0000 -2.1303 2 -1.0000 0.0000 1.5720 -6.7583 1.2417 13.2417 -2.7583 9.2417 5.2417 0.4835 0.5433 0.3036 0.5075 0.6535 2.4914 1.9242 4.6673 
