"subNo"	"index"	"block"	"level"	"mean"	"periodicity"	"nEvents"	"answer"	"isCorrect"	"rt"	"s1"	"s2"	"s3"	"s4"	"s5"	"s6"	"s7"	"s8"	"s9"	"s10"	"s11"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"t1"	"t2"	"t3"	"t4"	"t5"	"t6"	"t7"	"t8"	"t9"	"t10"	"t11"	"t12"	"t13"	"t14"	"t15"	"t16"	"t17"	"t18"	"t19"	"seqDuration"	"startInterval"	"trialDuration"	"pID"	"Trial"	"rtLog"	"right"	"left"
"1"	1	34	1	2	3.69	1	10	1	1	3.321	0.33	-0.7745	-8.4295	0.0756	5.1305	2.1104	9.5688	4.9171	13.3016	5.9267	-2.4405	2.0697	8.799	7.8508	2.3411	6.4589	0.945	9.5152	0.5368	5.3991	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6732	5.0046	1	1	1.20026594239461	1	0
"2"	1	62	1	2	3.69	1	8	1	1	2.429	0.9849	7.2278	-4.3296	6.0384	-2.1791	11.3494	4.7557	1.8216	5.7141	7.9443	1.0301	2.3559	16.4377	-3.1288	-2.6963	4.3907	4.0718	4.4959	5.6655	3.1452	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.4168	3.8462	1	2	0.887479650020035	1	0
"3"	1	10	1	-1	-1.845	0	15	1	0	4.384	-1.5989	-1.7896	1.8953	-4.3279	-8.9717	-3.5568	2.1637	-4.5811	-5.654	10.1365	-1.6835	-11.0699	-0.8159	-2.6697	-0.6684	2.8887	-0.1735	-7.5536	6.4875	-3.866	0.3308	0.3856	0.3293	0.2292	0.4541	0.2092	0.4286	0.283	0.249	0.2085	0.3022	0.3937	0.3003	0.221	0.3397	0.3998	0.4318	0.3406	0.4841	6.3205	1.428	5.8175	1	3	1.47796154964571	1	0
"4"	1	35	1	4	7.38	1	7	1	1	2.202	6.4527	7.7875	13.2903	11.5222	3.927	5.6616	10.6512	11.057	13.7433	12.2851	10.2491	12.1297	8.8064	-2.1243	-2.5632	1.8616	9.4553	6.9278	4.0705	1.6748	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6132	3.8199	1	4	0.789366038300488	1	0
"5"	1	63	1	4	7.38	1	8	1	1	2.533	5.7786	1.6566	9.2356	14.492	7.0757	12.9724	9.4243	6.5028	1.128	7.9142	2.7244	0.9811	-2.1445	3.1468	7.6858	10.0783	16.746	7.4239	14.8474	8.2017	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.6251	4.1672	1	5	0.929404371019538	1	0
"6"	1	38	1	-1	-1.845	0	8	-1	1	2.709	-1.8956	-2.5146	9.2219	-4.1229	-6.9028	2.0497	-7.7468	-4.4309	-1.4051	0.7997	-10.371	-2.7597	3.0576	-4.0108	-3.4124	-8.3125	7.4126	-6.148	0.166	2.5964	0.2845	0.4636	0.313	0.4608	0.2923	0.475	0.2408	0.3345	0.2244	0.4721	0.2644	0.2054	0.2622	0.4022	0.3322	0.2944	0.225	0.3388	0.449	6.3346	1.7144	4.4433	1	6	0.996579563102958	0	1
"7"	1	52	1	-1	-1.845	0	13	-1	1	3.929	0.4417	4.5545	-8.2255	3.1325	-3.7929	-5.9495	3.8194	-6.9237	-2.9529	2.5255	1.8418	-1.8722	-1.0144	-7.2433	-6.8531	2.2615	-9.5389	7.6248	-3.5476	-5.6111	0.4917	0.4044	0.2171	0.2628	0.3508	0.2339	0.3913	0.3156	0.2009	0.2494	0.3103	0.4181	0.351	0.2194	0.4858	0.2077	0.4209	0.3398	0.4468	6.3178	1.6936	5.6298	1	7	1.36838494057632	0	1
"8"	1	56	1	4	7.38	0	8	1	1	2.606	5.6626	10.1221	5.6116	3.8228	11.0113	11.1966	2.1443	4.1716	12.2237	11.756	5.9385	6.9413	13.2207	-4.7478	11.0228	5.3063	18.1475	3.8317	8.0415	3.1553	0.3471	0.5214	0.3232	0.4304	0.2114	0.4082	0.2095	0.2979	0.2371	0.3673	0.303	0.3981	0.2178	0.5226	0.2375	0.3894	0.4417	0.207	0.2585	6.3291	1.5155	4.1398	1	8	0.957816478702653	1	0
"9"	1	32	1	0	0	1	13	-1	1	4.273	-3.2769	9.4324	-5.674	-1.407	-2.5923	8.7402	-8.7898	2.1459	-1.0244	-0.0391	-3.2356	-4.4685	4.1839	2.135	0.6389	3.4396	-1.2264	-7.001	-0.5803	8.1339	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.4284	5.7073	1	9	1.45231615666189	0	1
"10"	1	50	1	-4	-7.38	0	8	-1	1	2.291	-9.5273	-3.2546	-18.7688	-9.0243	-6.4258	-5.4582	-4.0683	-9.3564	-5.3757	3.9593	-3.4055	-0.4464	-8.3882	-10.938	-11.3085	-13.7115	-11.6792	-7.4481	-8.4469	-5.677	0.4055	0.2979	0.2226	0.2744	0.3528	0.2725	0.3332	0.447	0.2055	0.4559	0.3492	0.3755	0.4651	0.2781	0.3229	0.2343	0.2668	0.4976	0.2689	6.3256	1.4358	3.742	1	10	0.828988403471358	0	1
