"subNo"	"index"	"block"	"level"	"mean"	"periodicity"	"nEvents"	"answer"	"isCorrect"	"rt"	"s1"	"s2"	"s3"	"s4"	"s5"	"s6"	"s7"	"s8"	"s9"	"s10"	"s11"	"s12"	"s13"	"s14"	"s15"	"s16"	"s17"	"s18"	"s19"	"s20"	"t1"	"t2"	"t3"	"t4"	"t5"	"t6"	"t7"	"t8"	"t9"	"t10"	"t11"	"t12"	"t13"	"t14"	"t15"	"t16"	"t17"	"t18"	"t19"	"seqDuration"	"startInterval"	"trialDuration"	"pID"	"Trial"	"rtLog"	"right"	"left"
"1"	17	55	1	2	2	0	9	1	1	2.712	2.8384	0.8179	10.0226	-5.581	7.8383	2.4367	-2.7342	9.6318	-4.6992	4.4634	1.1403	-3.3573	6.1189	-4.165	-0.1922	3.9419	-0.5135	3.1377	9.2854	-2.0198	0.2439	0.4756	0.2583	0.3693	0.2945	0.4388	0.3031	0.2694	0.3172	0.4337	0.3301	0.2475	0.415	0.2986	0.4479	0.3332	0.2895	0.3486	0.2212	6.3354	1.577	4.2962	17	1	0.997686370078149	1	0
"2"	17	69	1	2	2	0	8	1	1	2.404	1.42	3.4509	2.4725	2.6738	8.2616	-1.7364	8.7459	11.4051	-11.5961	-3.1812	3.4392	2.2747	2.2661	1.4468	-4.0738	-1.4305	3.7292	1.3983	6.486	1.0595	0.2762	0.3212	0.2231	0.4228	0.2723	0.3203	0.5132	0.4634	0.2996	0.4868	0.2216	0.3719	0.2582	0.3265	0.3977	0.2016	0.3924	0.3264	0.2258	6.3208	1.6918	4.1048	17	2	0.877134016672961	1	0
"3"	17	60	1	0	0	1	8	1	0	2.368	-1.412	4.6192	-8.885	-1.3904	-0.7047	7.1674	4.3534	-9.0209	6.3599	-7.4747	6.264	-4.5005	1.8077	-0.9941	2.1042	-2.6357	-0.0958	1.9653	-4.1226	6.2523	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5458	3.9358	17	3	0.862045717021759	1	0
"4"	17	41	1	2	2	0	13	1	1	4.231	-2.4338	9.217	7.9158	2.4691	-1.9036	-7.9392	-0.3664	5.4924	7.0723	5.3952	0.5677	11.0193	-1.648	2.0228	7.6556	2.232	-2.767	-3.4576	3.9904	-3.1966	0.2063	0.3037	0.273	0.308	0.4419	0.334	0.2669	0.4875	0.2867	0.4682	0.2695	0.4037	0.4529	0.2419	0.2102	0.4574	0.2728	0.3411	0.2958	6.3215	1.6034	5.8489	17	4	1.44243837173793	1	0
"5"	17	22	1	-4	-4	0	11	-1	1	3.293	-4.84	-11.4578	-1.0378	-11.5292	3.929	-5.9892	0.2473	-3.4465	-3.2547	0.1777	0.2443	3.1144	-5.8802	-5.544	-3.1642	-6.7431	4.3562	-6.3046	-8.355	-13.2853	0.2638	0.5306	0.4396	0.3142	0.2438	0.2008	0.2694	0.2001	0.261	0.5026	0.289	0.236	0.3683	0.5016	0.2136	0.3147	0.4921	0.3586	0.3183	6.3181	1.6737	4.9767	17	5	1.19179900339423	0	1
"6"	17	2	1	-2	-2	1	10	-1	1	3.284	-3.2737	5.1122	-8.4925	2.1536	-4.9864	-4.0596	-4.1306	-4.483	-0.3468	-1.5299	0.7028	-1.5613	-1.2712	-6.9373	-1.3614	-12.9366	8.2307	-0.8498	5.0867	-6.556	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	6.327	1.5558	4.8513	17	6	1.18906219159018	0	1
"7"	17	64	1	-4	-4	0	11	-1	1	3.321	-6.5296	-0.2199	-6.4879	-4.7957	-0.2749	-8.2145	4.9408	-8.2801	-11.6106	-5.9253	-1.1897	-16.3128	-2.4344	4.825	-3.4757	-2.1526	-6.2966	-1.5708	0.2666	-3.9338	0.299	0.5091	0.2498	0.2009	0.3044	0.4446	0.3256	0.2546	0.3988	0.2527	0.2146	0.2485	0.3999	0.4405	0.5216	0.3639	0.4679	0.2005	0.2359	6.3328	1.4583	4.7889	17	7	1.20026594239461	0	1
"8"	17	65	1	-2	-2	0	9	-1	1	2.983	-0.9421	-0.9183	-3.0834	10.1544	1.4726	-5.5974	2.8138	-5.5147	-7.7661	-0.7091	-5.6744	-4.1136	-0.513	-2.583	2.1549	-1.5667	2.3207	-14.3441	-2.9908	-1.0836	0.2027	0.4078	0.364	0.4935	0.305	0.2328	0.3762	0.5252	0.2003	0.273	0.3716	0.2053	0.2795	0.4737	0.2246	0.4405	0.2257	0.4257	0.2978	6.325	1.6368	4.6336	17	8	1.09292950553261	0	1
"9"	17	25	1	0	0	0	5	1	1	1.484	3.0219	6.4528	-0.3978	-2.2434	-3.0254	6.2636	-2.2265	-3.6273	-1.999	0.8351	-1.2969	8.9937	-2.8933	-10.8538	-2.5803	1.1871	-6.9529	-3.1226	5.0232	8.0835	0.2901	0.2259	0.321	0.3749	0.3224	0.2885	0.4726	0.3609	0.3091	0.2614	0.4693	0.2219	0.3375	0.2564	0.3725	0.4086	0.2534	0.5118	0.2604	6.3187	1.5558	3.0517	17	9	0.394741144745189	1	0
"10"	17	53	1	0	0	0	8	1	0	2.322	-3.1452	3.4238	-1.1615	7.7019	8.4241	2.0956	-5.8828	-10.3796	-6.6212	0.0503	-1.8409	3.3374	-1.5521	-4.4685	-2.3901	1.5193	7.2872	3.1446	1.3304	-2.3337	0.2732	0.2263	0.3387	0.4044	0.4343	0.3313	0.2048	0.4454	0.2653	0.3353	0.2425	0.3978	0.4947	0.2683	0.5044	0.2379	0.2027	0.4508	0.2683	6.3263	1.454	3.7728	17	10	0.8424288832757	1	0
